hour,DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
15,1,30,998,16.99,0,0,42
16,-1,31,998,29.06,0,0,45
18,-2,29,997,46.94,0,0,30
19,-2,28,998,51.86,0,0,30
20,-3,27,1000,57.67,0,0,40
22,-5,22,1003,71.97,0,0,29
23,-7,22,1003,81.8,0,0,25
0,-5,20,1004,91.63,0,0,32
2,-4,18,1004,106.83,0,0,34
3,-3,18,1005,114.88,0,0,32
7,-2,19,1007,153.77,0,0,23
8,-2,19,1007,164.95,0,0,22
11,-1,22,1007,196.25,0,0,20
12,0,20,1007,203.4,0,0,14
13,-1,22,1006,210.55,0,0,16
14,-1,22,1006,217.7,0,0,14
15,-1,22,1005,223.51,0,0,14
16,-2,22,1004,4.02,0,0,18
17,-3,22,1003,4.91,0,0,12
18,-2,22,1003,1.79,0,0,19
20,5,14,1004,1.78,0,0,25
21,-1,19,1004,4.02,0,0,30
23,2,13,1003,0.89,0,0,27
0,4,11,1003,1.78,0,0,30
1,5,11,1002,2.67,0,0,76
2,5,11,1001,1.79,0,0,68
3,6,10,1001,0.89,0,0,77
4,5,10,1001,1.78,0,0,68
5,4,8,1001,3.13,0,0,59
8,4,18,1002,11.18,0,0,89
9,3,20,1002,1.79,0,0,52
10,5,23,1001,3.58,0,0,40
11,0,25,1001,5.37,0,0,45
12,0,27,1000,3.13,0,0,69
13,1,28,999,7.15,0,0,80
15,0,29,998,16.98,0,0,107
16,1,28,997,22.79,0,0,111
17,3,28,998,25.92,0,0,121
19,3,27,998,33.07,0,0,94
20,4,26,999,38.88,0,0,95
22,7,22,1000,45.14,0,0,94
0,4,21,1001,1.79,0,0,203
1,5,19,1001,0.89,0,0,84
2,6,18,1002,4.02,0,0,96
4,8,14,1003,0.89,0,0,85
5,7,14,1004,1.79,0,0,93
7,5,22,1006,6.26,0,0,75
8,3,23,1007,4.02,0,0,57
9,2,25,1008,11.17,0,0,271
11,4,27,1008,19.21,0,0,74
12,3,27,1008,4.02,0,0,56
13,1,30,1008,4.02,0,0,48
14,2,29,1007,3.13,0,0,60
15,1,29,1007,4.92,0,0,49
16,2,29,1006,3.13,0,0,45
17,3,29,1007,1.79,0,0,42
18,1,28,1007,3.13,0,0,38
19,5,26,1008,7.15,0,0,43
20,6,25,1009,12.07,0,0,47
21,5,23,1011,19.22,0,0,63
23,6,20,1013,25.93,0,0,105
3,6,16,1013,0.45,0,0,79
10,6,23,1015,1.79,0,0,98
12,5,26,1013,4.02,0,0,95
15,5,28,1010,21.45,0,0,69
16,5,28,1009,28.6,0,0,54
17,5,28,1009,35.75,0,0,52
18,5,27,1009,39.77,0,0,48
19,5,25,1010,43.79,0,0,40
20,5,24,1012,45.58,0,0,41
21,7,22,1012,47.37,0,1,21
22,7,21,1012,49.16,0,0,28
0,6,20,1011,54.08,0,0,34
1,7,18,1011,55.87,0,0,58
3,7,15,1010,0.89,0,0,68
4,8,14,1010,0.89,0,0,70
7,8,18,1011,0.89,0,0,84
8,9,21,1011,0.89,0,0,89
9,8,22,1011,1.79,0,0,103
10,8,25,1010,0.89,0,0,99
11,9,26,1010,1.78,0,0,100
12,9,27,1009,2.67,0,0,132
13,10,29,1008,4.02,0,0,198
14,10,30,1007,8.94,0,0,119
15,10,30,1006,14.75,0,0,137
16,10,30,1005,20.56,0,0,77
17,11,30,1004,27.71,0,0,93
19,14,28,1005,37.55,0,0,146
20,13,28,1006,41.57,0,0,143
21,13,27,1006,44.7,0,0,115
23,13,25,1006,51.41,0,0,99
0,13,24,1006,53.2,0,0,100
2,14,20,1006,4.02,0,1,75
3,15,18,1008,8.94,0,3,61
4,16,17,1008,3.13,0,5,83
6,16,17,1007,2.68,0,1,70
7,17,18,1006,4.47,0,0,75
9,17,21,1006,0.89,0,0,79
10,16,22,1006,1.79,0,0,95
12,16,24,1005,8.05,0,0,161
13,16,25,1004,11.18,0,0,151
14,16,26,1003,12.97,0,0,147
16,15,28,1001,21.01,0,0,132
19,16,26,1002,28.61,0,0,97
20,16,23,1002,0.89,0,0,104
21,16,23,1003,1.79,0,0,123
22,16,22,1003,0.89,0,0,141
0,16,21,1003,2.67,0,0,174
1,16,20,1003,3.56,0,0,196
3,16,19,1003,4.9,0,0,214
4,15,18,1003,1.79,0,0,197
5,14,20,1004,4.92,0,0,168
7,10,22,1005,13.86,0,0,66
8,8,23,1005,18.78,0,0,36
9,8,25,1006,23.7,0,0,20
10,8,26,1006,28.62,0,0,17
13,7,30,1004,0.89,0,0,18
14,6,31,1003,2.68,0,0,14
15,8,31,1003,1.79,0,0,16
16,8,32,1002,1.79,0,0,18
21,13,23,1005,21.91,0,0,121
22,12,22,1006,26.83,0,0,122
1,12,19,1007,0.89,0,0,62
3,11,18,1005,0.89,0,0,79
4,12,17,1006,1.78,0,0,80
5,12,16,1006,0.89,0,0,85
7,13,19,1007,1.78,0,0,79
8,12,22,1007,3.13,0,0,80
9,13,23,1008,6.26,0,0,79
10,13,24,1007,0.89,0,0,85
12,13,27,1006,4.47,0,0,81
14,13,30,1004,3.13,0,0,97
16,15,31,1003,10.28,0,0,115
17,15,31,1003,16.09,0,0,117
18,15,30,1003,19.22,0,0,130
19,17,28,1003,21.01,0,0,132
20,16,27,1004,22.8,0,0,136
22,16,25,1005,26.38,0,0,128
23,16,24,1005,28.17,0,0,144
0,16,23,1005,31.3,0,0,146
1,15,23,1005,33.09,0,0,152
3,15,20,1005,0.89,0,0,178
4,16,20,1005,3.13,0,0,196
5,16,19,1005,0.89,0,0,215
6,17,20,1006,0.89,0,0,242
7,18,21,1007,0.89,0,0,249
9,18,25,1008,0.89,0,0,259
10,18,27,1007,1.79,0,0,239
11,18,29,1007,4.92,0,0,224
14,8,35,1006,21.01,0,0,59
15,9,35,1005,28.16,0,0,43
16,9,34,1005,36.21,0,0,50
17,9,34,1005,43.36,0,0,54
18,8,33,1005,49.17,0,0,38
19,9,31,1006,53.19,0,0,40
20,10,28,1006,56.32,0,0,56
21,12,27,1007,58.11,0,0,64
23,11,28,1008,64.37,0,0,63
0,14,23,1009,66.16,0,0,73
1,12,24,1009,69.29,0,0,74
2,12,24,1010,72.42,0,0,84
3,13,24,1010,75.55,0,0,80
4,14,22,1010,77.34,0,0,96
5,14,21,1010,1.79,0,0,109
7,16,24,1011,0.89,0,0,102
8,15,26,1011,1.79,0,0,105
9,15,29,1011,3.58,0,0,105
11,13,32,1011,16.54,0,0,92
15,11,34,1009,43.8,0,0,46
16,10,33,1008,48.72,0,0,46
17,11,32,1008,53.64,0,0,56
18,12,31,1008,56.77,0,0,57
19,12,30,1009,59.9,0,0,59
20,15,27,1009,0.89,0,0,61
21,15,27,1009,3.13,0,0,76
22,14,28,1009,8.05,0,0,87
23,15,26,1009,11.18,0,0,99
0,15,26,1008,15.2,0,0,104
1,15,26,1008,18.33,0,0,92
2,15,24,1008,1.79,0,0,89
3,15,24,1008,1.79,0,0,85
4,15,23,1007,4.92,0,1,99
5,17,21,1008,8.05,0,3,98
7,17,19,1008,12.97,0,6,83
9,18,19,1008,17.89,0,0,84
10,18,20,1008,19.68,0,0,91
11,18,20,1008,22.81,0,1,104
12,18,20,1008,24.6,0,0,95
14,19,20,1007,29.52,0,0,78
15,19,21,1007,1.79,0,0,84
16,19,21,1007,3.13,0,0,99
18,18,20,1007,8.05,0,0,79
19,18,20,1008,11.18,0,0,79
20,18,20,1008,14.31,0,0,79
21,18,20,1009,16.1,0,0,91
22,18,19,1009,17.89,0,0,88
0,18,19,1009,21.47,0,0,95
2,18,19,1008,1.79,0,0,123
6,18,19,1007,1.78,0,0,150
8,19,21,1008,0.89,0,0,160
9,3,24,1007,8.05,0,0,158
10,3,26,1007,16.1,0,0,157
11,3,27,1007,27.28,0,0,113
14,-1,28,1005,66.62,0,0,12
15,-1,28,1005,80.48,0,0,7
18,0,27,1005,111.78,0,0,8
19,1,25,1004,114.91,0,0,10
20,3,21,1005,0.89,0,0,13
21,0,25,1005,3.13,0,0,18
22,7,17,1006,0.89,0,0,21
0,8,15,1006,1.79,0,0,15
1,7,15,1005,0.89,0,0,10
4,7,12,1004,1.78,0,0,8
5,7,12,1004,2.67,0,0,15
6,9,15,1004,3.56,0,0,20
7,11,20,1003,4.45,0,0,20
8,4,26,1003,6.24,0,0,18
9,4,28,1002,4.02,0,0,15
10,1,30,1001,8.04,0,0,15
11,1,32,1000,13.85,0,0,16
13,3,34,998,23.69,0,0,23
14,5,34,997,31.74,0,0,24
15,5,33,995,39.79,0,0,26
16,5,34,994,48.73,0,0,27
17,5,33,993,55.88,0,0,27
18,0,35,993,7.15,0,0,26
19,1,34,993,4.92,0,0,23
22,-1,32,995,8.04,0,0,29
23,-1,31,995,3.13,0,0,31
0,8,21,995,0.89,0,0,26
1,0,26,994,3.13,0,0,26
3,9,18,994,1.78,0,0,39
6,10,21,994,0.89,0,0,40
7,3,30,995,5.81,0,0,94
9,1,32,995,28.6,0,0,100
10,-2,32,995,43.8,0,0,26
11,2,31,995,57.66,0,0,19
12,3,32,995,67.49,0,0,13
13,5,31,995,78.67,0,0,17
14,7,28,997,94.76,0,0,12
15,10,26,997,102.81,0,0,16
17,9,30,995,114.88,0,0,13
18,8,30,995,118.9,0,0,12
21,5,23,1000,0.89,0,0,8
23,5,20,1001,3.13,0,0,13
0,6,19,1001,0.89,0,0,12
1,3,22,1001,3.13,0,0,13
3,6,20,1002,1.79,0,0,27
4,9,15,1003,0.89,0,0,27
5,9,15,1003,1.78,0,0,38
7,11,23,1004,1.78,0,0,44
9,9,27,1004,3.56,0,0,49
10,9,29,1003,1.79,0,0,35
11,7,33,1002,1.79,0,0,18
12,4,35,1001,4.02,0,0,15
13,5,36,1000,8.04,0,0,21
14,5,37,999,12.96,0,0,29
16,5,37,997,29.95,0,0,34
17,5,36,996,38.89,0,0,32
18,4,35,996,46.94,0,0,24
19,7,34,997,55.88,0,0,32
21,9,32,999,62.59,0,0,34
22,9,31,998,67.51,0,0,39
23,8,30,997,72.43,0,0,40
1,12,23,998,0.89,0,0,38
3,12,21,997,2.67,0,0,42
5,12,18,997,4.01,0,0,54
6,14,21,997,4.9,0,0,62
7,14,25,997,5.79,0,0,78
8,12,27,998,6.68,0,0,77
9,12,30,998,3.13,0,0,75
10,11,33,998,4.92,0,0,67
12,10,37,998,2.68,0,0,41
15,4,42,996,5.81,0,0,19
20,10,32,999,0.89,0,0,38
21,15,28,1000,2.68,0,0,63
22,10,29,1001,1.79,0,0,63
23,13,26,1002,3.13,0,0,63
3,13,23,1003,1.79,0,0,102
5,10,21,1005,6.71,0,0,73
7,12,26,1006,10.29,0,0,67
9,12,31,1007,1.79,0,0,85
10,12,32,1007,5.81,0,0,88
11,12,33,1007,9.83,0,0,104
12,14,33,1007,14.75,0,0,100
14,14,35,1005,23.69,0,0,100
15,15,34,1005,27.71,0,0,107
16,15,33,1005,33.52,0,0,104
17,14,33,1005,37.54,0,0,90
21,14,27,1007,50.95,0,0,97
22,12,27,1008,54.08,0,0,90
0,13,24,1008,56.76,0,0,72
1,13,22,1008,57.65,0,0,81
2,14,22,1008,0.89,0,0,84
3,14,21,1008,1.78,0,0,90
5,15,20,1008,0.89,0,0,115
6,16,21,1008,1.78,0,0,115
7,15,24,1008,0.89,0,0,108
9,13,26,1009,2.67,0,0,123
10,13,28,1008,1.79,0,0,127
11,14,30,1008,1.79,0,0,132
12,14,32,1007,1.79,0,0,125
14,16,33,1006,0.89,0,0,127
16,16,34,1005,6.26,0,0,134
17,17,33,1005,9.39,0,0,131
18,17,32,1005,11.18,0,0,135
20,18,30,1005,13.86,0,0,143
21,18,30,1005,16.99,0,0,140
22,18,22,1010,30.85,0,1,86
23,18,21,1009,8.94,0,2,83
0,18,22,1010,14.75,0,0,83
1,18,21,1009,0.89,0,0,68
3,17,21,1009,7.15,0,0,52
4,18,21,1009,1.79,0,0,46
5,17,21,1008,4.92,0,0,49
7,17,22,1008,14.76,0,0,52
8,16,23,1007,20.57,0,0,43
9,16,27,1007,25.49,0,0,46
10,16,29,1007,28.62,0,0,40
11,15,30,1007,31.75,0,0,32
12,16,31,1007,3.13,0,0,29
13,13,31,1007,4.92,0,0,33
15,18,27,1006,4.92,0,0,37
16,18,27,1006,9.84,0,0,62
17,18,26,1007,13.86,0,0,80
20,17,20,1011,4.02,0,3,59
22,16,20,1012,3.13,0,0,60
1,13,20,1012,0.89,0,0,49
2,13,19,1012,1.79,0,0,52
3,12,19,1012,3.58,0,0,55
5,13,19,1012,0.45,0,0,21
6,14,19,1013,3.13,0,0,18
7,14,19,1013,1.79,0,0,25
8,14,21,1013,3.13,0,0,25
9,13,21,1013,6.26,0,0,18
10,15,21,1013,1.79,0,0,18
11,14,23,1012,0.89,0,0,24
13,12,24,1012,1.79,0,0,31
14,11,25,1011,1.79,0,0,31
15,12,25,1010,4.92,0,0,28
16,11,26,1010,0.89,0,0,31
17,11,26,1009,1.79,0,0,28
18,12,26,1009,0.89,0,0,34
20,12,24,1010,3.13,0,0,44
21,12,24,1010,6.26,0,0,46
0,13,22,1009,16.54,0,0,57
1,13,20,1009,19.67,0,0,53
2,13,19,1008,20.56,0,0,64
3,13,17,1008,22.35,0,0,52
6,14,20,1008,4.02,0,0,39
8,13,24,1009,10.28,0,0,29
9,13,27,1009,13.41,0,0,28
12,12,30,1008,1.79,0,0,25
13,12,31,1007,4.92,0,0,30
14,12,31,1006,8.05,0,0,28
15,12,32,1006,12.07,0,0,36
17,13,31,1006,20.11,0,0,43
18,12,30,1006,23.24,0,0,54
19,13,28,1006,26.37,0,0,56
20,13,28,1007,28.16,0,0,45
21,13,27,1007,29.95,0,0,48
23,14,24,1008,38,0,0,50
0,14,23,1008,39.79,0,0,47
1,15,21,1008,1.79,0,0,48
2,15,21,1008,2.68,0,0,62
3,15,20,1008,3.57,0,0,77
5,16,19,1007,0.89,0,0,87
6,17,20,1007,1.78,0,0,88
10,14,27,1007,3.13,0,0,79
11,14,28,1007,6.26,0,0,60
12,14,29,1006,1.79,0,0,48
13,13,29,1005,3.13,0,0,38
14,13,31,1005,6.26,0,0,42
15,13,30,1004,9.39,0,0,47
16,13,30,1004,13.41,0,0,53
17,14,29,1004,17.43,0,0,52
18,14,29,1004,22.35,0,0,51
19,14,28,1004,26.37,0,0,53
20,15,27,1004,29.5,0,0,51
21,14,27,1005,31.29,0,0,54
22,14,27,1005,1.79,0,0,54
1,16,24,1005,1.79,0,0,53
3,16,22,1005,6.71,0,0,80
4,16,21,1005,8.5,0,0,84
7,17,22,1006,1.79,0,0,108
9,17,27,1006,1.79,0,0,90
10,16,29,1006,0.89,0,0,76
12,15,31,1005,3.13,0,0,43
13,14,33,1004,1.79,0,0,43
14,13,34,1003,3.13,0,0,45
16,13,33,1002,4.92,0,0,49
17,13,34,1002,0.89,0,0,56
20,15,31,1002,11.17,0,0,60
21,14,30,1003,14.3,0,0,68
22,15,30,1003,18.32,0,0,70
23,16,26,1003,20.11,0,0,81
1,19,25,1004,27.26,0,0,90
2,19,24,1004,29.05,0,0,108
3,17,23,1004,32.18,0,0,109
4,17,22,1004,0.89,0,0,106
7,17,23,1004,1.79,0,0,87
8,18,25,1004,3.58,0,0,101
9,18,26,1004,6.71,0,0,99
11,18,27,1004,0.89,0,0,101
12,16,22,1005,11.18,0,1,88
14,17,19,1005,24.14,0,3,9
15,17,19,1005,29.06,0,4,6
16,16,18,1004,4.92,0,5,6
19,15,18,1005,7.15,0,0,9
20,14,18,1005,3.13,0,0,10
21,14,18,1005,3.13,0,0,12
22,14,17,1005,1.79,0,0,10
23,14,16,1005,4.92,0,0,17
1,14,15,1005,1.78,0,0,24
2,13,17,1005,1.79,0,0,25
3,12,15,1005,1.79,0,0,19
4,11,17,1005,3.13,0,0,17
5,11,15,1005,1.79,0,0,14
7,12,20,1005,10.73,0,0,6
10,10,26,1005,28.61,0,0,4
11,9,26,1005,33.53,0,0,3
12,9,27,1005,38.45,0,0,3
14,8,29,1003,46.5,0,0,5
15,9,29,1002,51.42,0,0,5
16,8,30,1001,54.55,0,0,7
17,10,29,1001,3.13,0,0,6
18,10,28,1002,4.02,0,0,9
19,11,26,1002,5.81,0,0,8
20,11,24,1002,7.6,0,0,19
21,14,21,1003,9.39,0,0,26
22,13,21,1003,11.18,0,0,26
23,13,19,1003,0.89,0,0,38
1,14,18,1003,1.79,0,0,69
5,14,17,1003,1.79,0,0,29
7,14,19,1003,6.71,0,0,26
8,14,21,1003,1.79,0,0,25
9,13,23,1003,0.89,0,0,45
11,14,27,1002,1.79,0,0,59
14,11,30,999,1.79,0,0,48
15,14,19,1002,4.92,0,1,43
16,14,20,1002,3.13,0,0,11
17,14,21,1002,4.02,0,0,11
19,15,22,1001,12.96,0,0,25
20,15,19,1002,1.79,0,0,30
21,14,19,1002,0.89,0,0,44
22,15,18,1002,1.78,0,0,38
23,14,17,1002,1.79,0,0,33
11,13,26,1005,1.79,0,0,41
13,10,29,1004,1.79,0,0,32
15,7,30,1003,3.13,0,0,17
16,9,29,1003,6.26,0,1,32
17,12,27,1003,4.02,0,0,20
18,14,25,1004,8.04,0,0,15
19,13,22,1005,11.17,0,0,33
20,13,22,1006,14.3,0,0,19
21,13,22,1007,17.43,0,0,22
22,14,21,1008,1.79,0,0,31
0,13,20,1008,1.79,0,0,52
1,14,18,1008,3.58,0,0,59
3,14,19,1009,1.79,0,0,62
4,14,19,1008,3.58,0,0,58
5,14,18,1008,5.37,0,0,50
6,15,18,1009,1.79,0,0,71
7,16,19,1009,0.89,0,1,76
8,16,20,1009,1.78,0,0,82
9,16,22,1009,2.67,0,0,83
13,16,25,1008,9.83,0,0,77
14,18,23,1008,11.62,0,1,79
15,18,23,1008,1.79,0,0,79
17,16,23,1008,7.15,0,0,75
18,16,23,1008,10.28,0,0,94
19,16,22,1008,12.07,0,0,88
20,16,21,1009,0.89,0,0,88
21,16,20,1010,1.79,0,0,85
23,17,19,1011,1.78,0,0,94
0,17,19,1010,0.89,0,0,103
2,16,18,1010,2.68,0,0,114
3,16,18,1011,0.89,0,0,123
5,14,17,1011,5.81,0,0,96
6,16,19,1011,8.94,0,0,51
8,15,22,1012,8.05,0,0,59
10,14,26,1012,3.13,0,0,13
11,13,27,1012,1.79,0,0,13
12,12,27,1011,4.92,0,0,16
13,12,29,1010,9.84,0,0,13
14,12,30,1009,3.13,0,0,12
16,11,30,1007,4.92,0,0,16
18,12,30,1007,7.6,0,0,20
19,12,29,1007,3.13,0,0,17
20,13,27,1007,4.92,0,0,19
21,14,26,1008,8.94,0,0,40
22,14,25,1008,12.07,0,0,44
23,14,24,1008,0.89,0,0,33
0,15,22,1008,0.89,0,0,33
1,15,20,1008,0.89,0,0,37
2,15,20,1008,1.79,0,0,37
3,15,19,1008,1.79,0,0,50
4,15,19,1008,3.58,0,0,51
6,16,21,1007,9.84,0,0,28
7,15,24,1007,13.86,0,0,35
9,14,29,1007,3.13,0,0,31
10,13,30,1007,0.89,0,0,27
12,12,33,1006,1.79,0,0,18
16,11,35,1003,4.92,0,0,14
17,12,34,1003,1.79,0,0,10
18,12,33,1003,4.92,0,0,20
19,15,31,1004,8.94,0,0,30
20,15,29,1005,10.73,0,0,40
21,17,28,1006,4.02,0,0,44
23,17,26,1007,4.92,0,0,50
0,18,25,1007,0.89,0,0,64
1,17,24,1007,1.78,0,0,99
2,18,24,1007,2.67,0,0,110
3,18,22,1007,0.89,0,0,105
6,19,22,1008,0.89,0,0,126
7,19,24,1008,1.79,0,0,103
8,18,27,1009,0.89,0,0,78
9,17,28,1008,2.68,0,0,93
10,17,29,1008,3.13,0,0,49
12,16,31,1007,3.13,0,0,25
13,16,31,1007,1.79,0,0,34
15,16,32,1005,5.81,0,0,41
16,16,32,1005,10.73,0,0,48
17,17,19,1008,15.2,0,2,49
18,17,19,1007,4.92,0,3,19
21,17,21,1008,3.13,0,0,22
1,17,19,1007,4.47,0,0,35
2,17,19,1007,0.89,0,0,39
3,17,18,1007,1.78,0,0,38
5,17,18,1008,2.68,0,0,29
6,18,19,1008,3.57,0,0,28
7,18,21,1008,5.36,0,0,18
8,18,23,1008,8.49,0,0,25
9,18,25,1008,10.28,0,0,34
10,17,26,1008,12.07,0,0,24
11,17,28,1007,1.79,0,0,23
15,17,32,1005,8.05,0,0,47
16,17,31,1004,3.13,0,0,39
17,16,32,1004,6.26,0,0,50
19,17,30,1004,11.18,0,0,59
20,19,28,1005,12.97,0,0,58
21,20,28,1005,16.1,0,0,70
22,19,26,1005,17.89,0,0,90
23,19,26,1005,21.02,0,0,106
1,18,23,1006,0.89,0,0,118
2,19,23,1006,0.89,0,0,111
3,19,23,1005,1.79,0,0,131
5,19,22,1005,1.78,0,0,169
6,19,23,1005,0.89,0,0,161
7,19,25,1005,2.68,0,0,141
8,18,27,1006,0.89,0,0,117
9,17,28,1005,1.78,0,0,117
10,18,29,1005,1.79,0,0,101
14,18,31,1003,12.97,0,0,105
15,18,32,1002,16.1,0,0,130
17,19,31,1002,21.02,0,0,156
18,19,30,1002,4.92,0,0,100
19,19,29,1002,8.94,0,0,62
20,18,23,1005,11.18,0,2,84
21,18,21,1004,15.2,0,3,61
23,19,23,1004,3.13,0,0,113
0,20,22,1004,0.89,0,0,140
1,20,21,1004,0.89,0,0,134
2,20,22,1004,1.78,0,0,117
3,20,21,1003,0.89,0,0,112
4,20,21,1003,2.68,0,0,130
5,19,21,1003,4.47,0,0,148
6,20,22,1003,7.6,0,0,162
8,20,24,1003,0.89,0,0,164
9,20,25,1003,1.79,0,0,169
10,19,26,1004,0.89,0,0,155
11,20,26,1003,1.79,0,0,178
12,20,26,1003,4.92,0,1,191
14,20,28,1001,3.13,0,0,138
15,21,29,1000,3.13,0,0,132
17,19,30,1000,11.17,0,0,111
19,20,28,1000,17.43,0,0,105
20,20,26,1001,0.89,0,0,108
21,20,26,1001,1.78,0,0,111
22,20,26,1001,2.67,0,0,103
23,20,26,1001,4.02,0,0,114
1,20,26,1001,11.17,0,0,221
2,16,21,1003,18.32,0,0,225
3,16,19,1002,3.13,0,1,84
4,17,19,1003,1.79,0,2,13
5,17,19,1003,2.68,0,3,20
7,18,20,1003,0.89,0,0,29
10,18,22,1003,0.89,0,0,40
11,19,23,1003,1.79,0,0,47
12,19,24,1002,3.58,0,0,49
13,19,25,1002,6.71,0,0,77
14,19,26,1002,8.5,0,0,103
15,20,27,1001,11.63,0,0,119
16,20,26,1001,13.42,0,1,132
17,20,24,1001,16.55,0,2,148
18,18,20,1001,19.68,0,3,38
19,19,20,1002,22.81,0,0,60
20,18,20,1002,0.89,0,0,76
21,18,19,1003,1.78,0,0,56
22,18,19,1003,2.23,0,0,62
23,18,19,1004,3.12,0,0,63
2,17,18,1003,0.89,0,0,74
3,17,18,1004,1.78,0,0,71
4,18,19,1003,2.23,0,0,76
5,17,18,1004,3.13,0,0,79
6,18,19,1004,0.89,0,0,82
8,18,21,1004,7.15,0,0,46
9,18,25,1004,8.94,0,0,46
13,14,29,1002,4.02,0,0,22
15,16,31,1001,3.13,0,0,47
18,18,29,1000,16.09,0,0,83
19,19,28,1001,21.01,0,0,77
20,18,26,1001,24.14,0,0,80
23,19,24,1003,0.89,0,0,144
0,20,22,1002,0.89,0,0,143
1,19,22,1003,0.89,0,0,151
2,19,21,1003,1.78,0,0,153
3,19,21,1003,1.79,0,0,146
5,19,20,1003,0.89,0,0,151
6,19,21,1004,0.89,0,0,158
7,19,23,1005,1.78,0,0,119
9,19,25,1005,7.15,0,0,191
11,19,26,1005,15.19,0,0,200
12,18,26,1005,19.21,0,0,181
13,18,27,1005,23.23,0,0,116
16,19,26,1005,36.19,0,0,109
17,19,25,1004,39.32,0,0,87
19,18,24,1005,45.58,0,0,71
20,18,24,1005,47.37,0,0,79
21,18,23,1006,49.16,0,0,73
22,18,23,1006,0.89,0,0,72
23,17,23,1006,1.78,0,1,74
1,18,21,1007,4.92,0,1,89
2,17,20,1007,8.05,0,2,86
5,18,19,1007,1.79,0,5,48
7,18,19,1008,3.13,0,7,63
8,18,20,1008,4.92,0,8,59
9,18,20,1008,8.94,0,0,35
11,18,25,1007,15.2,0,0,13
12,17,27,1007,16.99,0,0,19
13,17,26,1007,3.13,0,0,12
16,16,28,1005,1.79,0,0,17
19,18,25,1007,9.84,0,0,38
20,18,23,1007,12.97,0,0,61
21,18,23,1008,14.76,0,0,94
22,18,22,1008,16.55,0,0,89
23,18,22,1009,18.34,0,0,82
0,18,21,1009,19.23,0,0,74
2,18,20,1009,21.01,0,0,70
4,18,20,1008,23.69,0,0,76
6,18,20,1009,1.78,0,0,60
7,18,21,1009,0.89,0,0,64
8,18,21,1010,2.68,0,0,73
9,18,22,1010,0.89,0,0,70
10,17,24,1010,1.79,0,0,74
11,17,24,1009,3.58,0,0,57
12,17,26,1009,1.79,0,0,62
13,17,27,1008,1.79,0,0,61
21,17,19,1008,1.79,0,2,18
22,17,19,1009,6.71,0,3,18
23,17,19,1009,8.5,0,4,15
3,17,19,1009,1.78,0,0,23
5,17,18,1009,2.68,0,0,15
8,18,23,1010,8.05,0,0,38
9,19,24,1010,0.89,0,0,51
10,18,25,1010,1.78,0,0,49
11,18,26,1009,3.57,0,0,51
12,17,27,1009,4.46,0,0,40
13,18,27,1008,1.79,0,0,50
15,17,28,1007,3.13,0,0,38
17,17,28,1007,4.92,0,0,41
18,14,25,1008,9.84,0,0,34
19,16,22,1008,4.02,0,0,13
20,17,21,1009,0.89,0,0,29
21,17,20,1010,1.78,0,0,34
22,17,20,1010,2.67,0,0,39
0,16,20,1009,4.02,0,0,36
1,16,19,1009,7.15,0,0,31
2,16,18,1009,8.94,0,0,25
4,16,18,1009,15.2,0,0,23
5,16,18,1009,19.22,0,0,21
6,16,20,1010,23.24,0,0,25
8,16,24,1010,30.39,0,0,18
9,16,26,1009,35.31,0,0,15
10,15,28,1009,38.44,0,0,19
11,15,29,1009,1.79,0,0,8
14,14,30,1007,3.13,0,0,18
16,13,31,1006,8.05,0,0,16
17,12,31,1005,1.79,0,0,26
19,14,29,1005,6.26,0,0,28
20,14,26,1005,8.05,0,0,27
21,15,25,1006,8.94,0,0,34
1,17,22,1006,15.2,0,0,44
2,17,20,1005,1.79,0,0,50
3,17,21,1005,2.68,0,0,59
5,18,19,1005,0.45,0,0,66
6,17,20,1006,0.89,0,0,66
7,18,23,1006,0.89,0,0,63
8,18,25,1006,1.79,0,0,64
9,18,28,1006,0.89,0,0,68
10,18,29,1005,2.68,0,0,64
11,18,30,1005,3.57,0,0,50
12,16,30,1004,4.02,0,0,47
14,17,31,1003,12.06,0,0,40
15,16,31,1003,16.08,0,0,47
16,17,31,1002,20.1,0,0,54
17,16,30,1002,24.12,0,0,48
18,16,30,1002,27.25,0,0,47
19,16,30,1002,29.04,0,0,41
20,16,28,1003,30.83,0,0,50
22,16,27,1004,34.41,0,0,64
0,17,26,1003,40.67,0,0,52
1,17,25,1003,42.46,0,0,54
3,18,23,1002,45.14,0,0,58
4,18,23,1002,46.03,0,0,69
5,18,23,1002,0.89,0,0,77
6,18,23,1002,1.78,0,0,89
8,18,25,1003,3.58,0,0,86
9,18,26,1003,5.37,0,0,74
10,18,26,1004,8.5,0,0,74
11,18,26,1004,11.63,0,0,75
12,19,27,1004,14.76,0,0,85
13,19,27,1004,17.89,0,0,93
15,20,26,1003,27.73,0,0,109
16,19,26,1002,33.54,0,0,98
17,20,25,1003,36.67,0,0,113
18,20,24,1003,39.8,0,0,128
19,20,24,1003,42.93,0,0,117
21,20,23,1004,46.51,0,0,127
22,20,24,1004,48.3,0,0,133
23,20,23,1004,53.22,0,0,150
0,21,23,1004,56.35,0,0,159
2,21,23,1003,59.93,0,0,178
4,21,23,1003,0.89,0,0,191
7,21,23,1003,0.89,0,0,190
10,21,28,1003,4.46,0,0,100
